date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:11:17	28023/28023	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:50%20GMT	https://htmldesigntemplates.com/html/yatriiworld/faq.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/faq.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:17	30082/30082	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:32:53%20GMT	https://htmldesigntemplates.com/html/yatriiworld/testimonial.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/testimonial.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:17	27669/27669	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:32:47%20GMT	https://htmldesigntemplates.com/html/yatriiworld/pricing.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/pricing.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:19	50610/50610	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Mar%202024%2008:41:18%20GMT	https://htmldesigntemplates.com/html/yatriiworld/destination.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/destination.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:19	44228/44228	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:47%20GMT	https://htmldesigntemplates.com/html/yatriiworld/destination-list.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/destination-list.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:19	44111/44111	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:45%20GMT	https://htmldesigntemplates.com/html/yatriiworld/destination-grid.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/destination-grid.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:19	38621/38621	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:45%20GMT	https://htmldesigntemplates.com/html/yatriiworld/destination-full.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/destination-full.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:20	44143/44143	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:46%20GMT	https://htmldesigntemplates.com/html/yatriiworld/destination-left.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/destination-left.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:20	38067/38067	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:47%20GMT	https://htmldesigntemplates.com/html/yatriiworld/destination-masonry.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/destination-masonry.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:20	40569/40569	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:48%20GMT	https://htmldesigntemplates.com/html/yatriiworld/destination-single.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/destination-single.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:20	33300/33300	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:49%20GMT	https://htmldesigntemplates.com/html/yatriiworld/destination-single1.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/destination-single1.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
